E01011949,1866
E01011950,1094
E01011951,1240
E01011952,1620
E01011953,1979
E01011954,2364
E01011955,1276
E01011957,1223
E01011959,3077
E01011960,1275
E01011961,1413
E01011962,1390
E01011963,1366
E01011964,1369
E01011965,1611
E01011966,1280
E01011967,1499
E01011968,2073
E01011969,1336
E01011970,1071
E01011971,1299
E01011974,1537
E01011975,1054
E01011977,1734
E01011978,1661
E01011979,1507
E01011980,1795
E01011981,1829
E01011982,1786
E01011983,1698
E01011984,1254
E01011985,1255
E01011986,1244
E01011987,1385
E01011988,1830
E01011989,1935
E01011990,1858
E01011991,1679
E01011992,1942
E01011993,1788
E01011994,1452
E01011995,1274
E01011996,1437
E01011997,1902
E01011998,2194
E01011999,1924
E01012000,1280
E01012001,2101
E01012002,1439
E01012003,1725
E01012005,1880
E01032540,1015
E01032541,2121
E01033465,1958
E01033466,2405
E01033467,2295
E01035188,1967
E01012007,1449
E01012008,1410
E01012009,1961
E01012010,1516
E01012011,2063
E01012012,1747
E01012013,1500
E01012014,1625
E01012015,1485
E01012016,1786
E01012017,1495
E01012018,1614
E01012019,1164
E01012020,1544
E01012021,1346
E01012022,3127
E01012023,1534
E01012024,1637
E01012025,1281
E01012026,2182
E01012027,2033
E01012030,1363
E01012031,1476
E01012032,1712
E01012033,1175
E01012034,1361
E01012035,1220
E01012036,1705
E01012037,1577
E01012038,1520
E01012039,1635
E01012040,1474
E01012041,1150
E01012042,1317
E01012043,1256
E01012044,1492
E01012045,1422
E01012046,2148
E01012047,1622
E01012048,1820
E01012049,1253
E01012050,1426
E01012051,1264
E01012052,1221
E01012053,1801
E01012054,1835
E01012055,1961
E01012056,2436
E01012057,1966
E01012058,1847
E01012059,1733
E01012060,1675
E01012061,1215
E01012062,1900
E01012063,1397
E01012065,1903
E01012066,1964
E01012067,1585
E01012068,2083
E01012071,1420
E01012073,1393
E01012074,1522
E01012075,1574
E01012076,1384
E01012077,1499
E01012078,1652
E01012079,1418
E01012080,1194
E01012081,1798
E01012082,1552
E01012083,1654
E01012084,1641
E01012085,1605
E01012088,1732
E01012089,1601
E01012090,1468
E01012091,2062
E01012092,2133
E01012093,2111
E01032552,1626
E01032593,2651
E01033469,2275
E01035189,1388
E01035190,1863
E01035191,1839
E01035192,1390
E01035193,1778
E01035194,1504
E01035195,1895
E01035196,1254
E01012095,1215
E01012096,1403
E01012097,1065
E01012098,1549
E01012099,1529
E01012100,1426
E01012101,1542
E01012102,2121
E01012105,1426
E01012106,1359
E01012107,1353
E01012108,1400
E01012109,1270
E01012110,1280
E01012111,1327
E01012112,1470
E01012113,1425
E01012114,1430
E01012117,2095
E01012118,1302
E01012119,2097
E01012120,1223
E01012121,1314
E01012124,1533
E01012127,1090
E01012128,1369
E01012129,2416
E01012130,1228
E01012131,1434
E01012132,1909
E01012134,1330
E01012136,1364
E01012137,1399
E01012138,2929
E01012139,1741
E01012140,1323
E01012141,1088
E01012142,1625
E01012143,1482
E01012144,1375
E01012145,1419
E01012146,1077
E01012147,1743
E01012148,1445
E01012149,1305
E01012150,1558
E01012151,1407
E01012152,1821
E01012154,1099
E01012155,1850
E01012156,1561
E01012157,1622
E01012158,1513
E01012159,1288
E01012160,1532
E01012161,1480
E01012162,1339
E01012163,2408
E01012164,1545
E01012165,2380
E01012167,2117
E01012168,2008
E01012170,1285
E01012171,1409
E01012172,1277
E01012173,1125
E01012174,1135
E01012175,1375
E01012176,1420
E01012177,1367
E01012178,1332
E01012179,2109
E01012180,1647
E01012181,1589
E01012182,1324
E01012183,1428
E01012184,1397
E01012185,1377
E01012186,1594
E01032548,1638
E01032549,2671
E01032560,1302
E01032561,1446
E01032594,1453
E01033470,1889
E01033471,2149
E01033472,2407
E01033473,2257
E01012187,1208
E01012188,1141
E01012189,1384
E01012190,1399
E01012191,1587
E01012192,1480
E01012193,1529
E01012194,1534
E01012195,1593
E01012196,1544
E01012197,1803
E01012198,1398
E01012199,1304
E01012200,1951
E01012201,2144
E01012202,1711
E01012203,1937
E01012204,1294
E01012205,1397
E01012206,1323
