osgb4000000074576975,http://data.ordnancesurvey.co.uk/id/4000000074576975,Carhampton,,,,populatedPlace,Village,300794,142490,6000,250000,300308,142063,301285,142931,TA24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA24,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Carhampton,_Somerset",http://sws.geonames.org/2653792
osgb4000000074576764,http://data.ordnancesurvey.co.uk/id/4000000074576764,Blue Anchor,,,,populatedPlace,Village,301934,142958,4000,250000,301682,142873,302298,143499,TA24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA24,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Blue_Anchor,http://sws.geonames.org/2655326
osgb4000000074575080,http://data.ordnancesurvey.co.uk/id/4000000074575080,Old Cleeve,,,,populatedPlace,Village,303741,141798,5000,250000,303399,141567,304141,142148,TA24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA24,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Old_Cleeve,
osgb4000000074576965,http://data.ordnancesurvey.co.uk/id/4000000074576965,Burton,,,,populatedPlace,Hamlet,319408,143995,5000,25000,319127,143793,319627,144293,TA5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA5,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/3345383
osgb4000000074578143,http://data.ordnancesurvey.co.uk/id/4000000074578143,Washford,,,,populatedPlace,Village,304714,141154,8000,250000,304053,140816,305266,141487,TA23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA23,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Washford,http://sws.geonames.org/2634719
osgb4000000074576763,http://data.ordnancesurvey.co.uk/id/4000000074576763,Withycombe,,,,populatedPlace,Village,301542,141253,5000,250000,301298,140938,301798,141653,TA24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA24,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Withycombe,http://sws.geonames.org/2633734
osgb4000000074576962,http://data.ordnancesurvey.co.uk/id/4000000074576962,East Quantoxhead,,,,populatedPlace,Village,313761,143447,7000,250000,313474,142653,313974,143739,TA5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA5,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/East_Quantoxhead,http://sws.geonames.org/2650350
osgb4000000074576974,http://data.ordnancesurvey.co.uk/id/4000000074576974,Hungerford,,,,populatedPlace,Hamlet,304617,140300,5000,25000,304116,139864,304636,140423,TA23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA23,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074577890,http://data.ordnancesurvey.co.uk/id/4000000074577890,Durborough,,,,populatedPlace,Other Settlement,319026,141553,15000,25000,318896,141242,319396,141742,TA5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA5,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074576762,http://data.ordnancesurvey.co.uk/id/4000000074576762,Chapel Cleeve,,,,populatedPlace,Village,303740,142916,5000,250000,303349,142666,304096,143214,TA24,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA24,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074576757,http://data.ordnancesurvey.co.uk/id/4000000074576757,Woodlands,,,,populatedPlace,Hamlet,316366,140662,5000,25000,315908,140525,316500,141025,TA5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA5,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074575078,http://data.ordnancesurvey.co.uk/id/4000000074575078,Williton,,,,populatedPlace,Village,307719,141020,10000,250000,307397,140496,308875,142047,TA4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA4,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Williton,http://sws.geonames.org/2633894
osgb4000000074575075,http://data.ordnancesurvey.co.uk/id/4000000074575075,Weacombe,,,,populatedPlace,Hamlet,311051,140782,5000,25000,310797,140470,311297,140970,TA4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA4,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074580924,http://data.ordnancesurvey.co.uk/id/4000000074580924,Town's End,,,,populatedPlace,Hamlet,313720,142696,5000,25000,313480,142396,313980,142896,TA5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA5,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074576968,http://data.ordnancesurvey.co.uk/id/4000000074576968,Doniford,,,,populatedPlace,Village,308835,142891,3000,250000,308576,142610,309076,143110,TA23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA23,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074576969,http://data.ordnancesurvey.co.uk/id/4000000074576969,St Decumans,,,,populatedPlace,Suburban Area,306673,142621,3000,25000,306363,142443,306863,142943,TA23,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TA23,,,,,,,Somerset,http://data.ordnancesurvey.co.uk/id/7000000000183785,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
