osgb4000000074552278,http://data.ordnancesurvey.co.uk/id/4000000074552278,Weston,,,,populatedPlace,Village,368555,71319,11000,250000,367879,70813,369230,72452,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Weston,_Dorset",http://sws.geonames.org/3209876
osgb4000000074552664,http://data.ordnancesurvey.co.uk/id/4000000074552664,Easton,,,,populatedPlace,Village,369196,71862,10000,250000,369007,70921,369789,72477,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Easton,_Dorset",http://sws.geonames.org/3209876
osgb4000000074553420,http://data.ordnancesurvey.co.uk/id/4000000074553420,Southlands,,,,populatedPlace,Suburban Area,367200,77402,6000,25000,366715,77112,367627,77990,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074300795,http://data.ordnancesurvey.co.uk/id/4000000074300795,Portland Port,,,,populatedPlace,Suburban Area,369503,74293,9000,25000,368831,74054,370202,74759,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552665,http://data.ordnancesurvey.co.uk/id/4000000074552665,Grove,,,,populatedPlace,Village,369846,72544,6000,250000,369435,72003,370390,72668,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/The_Grove,_Portland",http://sws.geonames.org/3209959
osgb4000000074552666,http://data.ordnancesurvey.co.uk/id/4000000074552666,Fortuneswell,,,,populatedPlace,Town,368821,73324,18000,2000000,367486,72909,370202,74759,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Fortuneswell,http://sws.geonames.org/2649170
osgb4000000074553804,http://data.ordnancesurvey.co.uk/id/4000000074553804,Lanehouse,,,,populatedPlace,Suburban Area,365794,78633,8000,25000,364777,78019,366065,79190,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074541234,http://data.ordnancesurvey.co.uk/id/4000000074541234,Rodwell,,,,populatedPlace,Suburban Area,367272,78377,9000,25000,367122,77264,368464,78489,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2639228
osgb4000000074300285,http://data.ordnancesurvey.co.uk/id/4000000074300285,Melcombe Regis,,,,populatedPlace,Suburban Area,367814,79511,13000,25000,367613,78688,368765,80718,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Melcombe_Regis,http://sws.geonames.org/3209954
osgb4000000074553805,http://data.ordnancesurvey.co.uk/id/4000000074553805,Charlestown,,,,populatedPlace,Suburban Area,365620,79578,8000,25000,364765,79015,366027,80269,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074553801,http://data.ordnancesurvey.co.uk/id/4000000074553801,Westham,,,,populatedPlace,Suburban Area,366722,79139,13000,25000,365717,78153,367660,80189,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074553419,http://data.ordnancesurvey.co.uk/id/4000000074553419,Wyke Regis,,,,populatedPlace,Suburban Area,366285,77147,13000,25000,365228,76200,367192,78043,DT4,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT4,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Wyke_Regis,http://sws.geonames.org/2633454
osgb4000000074552669,http://data.ordnancesurvey.co.uk/id/4000000074552669,Castletown,,,,populatedPlace,Suburban Area,368557,74326,4000,25000,368390,74087,368962,74587,DT5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT5,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Castletown,_Dorset",http://sws.geonames.org/2653537
